FileName,Sentences,Label,text
Ses03M_script02_1_M003,"Is that, is that, nah, is that just Paul? I can't even tell.",exc,IS THAT . IS THAT . NAH IS THAT JUST PAUL . I . CAN'T EVEN TELL .
Ses03M_script02_1_M004,"But if I can't tell, it probably isn't them isn't it? Probably would be unmistakable wouldn't you think? How are you doing?",exc,BUT IF I CAN'T TELL IT PROBABLY ISN'T THEM ISN'T IT . PROBABLY WOULD BE . UNMISTAKABLE WOULDN'T YOU THINK HOW ARE YOU DOING .
Ses03M_script02_1_M005,"Oh, you know what I forgot? I forgot my flashlight. How could I be so stupid? I should've brought my flashlight.",exc,OH YOU KNOW WHAT I FORGOT I FORGOT  MY . FLASHLIGHT HOW COULD I BE SO STUPID I SHOULD'VE BROUGHT MY FLASHLIGHT .
Ses03M_script02_1_M014,"God. Oh, you know what would be good right about now? A six-pack. A six-pack would be just the ticket.",exc,GOD OH YOU KNOW WHAT WOULD BE GOOD RIGHT ABOUT NOW . A SIX PACK  A  SIX PACK WOULD BE JUST THE TICKET .
Ses03M_script02_1_M015,"I'm so stupid, I should've brought a six-pack. God, I'm like a little kid. It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]",exc,I'M SO STUPID I SHOULD'VE BROUGHT A SIX PACK  GOD I'M LIKE A LITTLE KID IT'S AMAZING I GET OUT OF THE HOUSE WITH MY FLY  ZIPPED . UP . OH . {LG} .
Ses03M_script02_1_M016,I wonder if they can hear us talk? Or feel the vibrations in the sand when we move around?,exc,I WONDER IF THEY CAN HEAR US TALK . OR FEEL THE VIBRATIONS IN THE SAND WHEN WE MOVE AROUND .
Ses03M_script02_1_M017,Do you want my jacket?,neu,DO YOU WANT MY JACKET .
Ses03M_script02_1_M023,"Honey, this is a natural phenomenon. It only happens once a year. I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this. We're only forty minutes away. This is too good to pass up.",exc,HONEY  THIS IS A NATURAL PHENOMENON IT ONLY HAPPENS ONCE A YEAR  I MEAN THINK ABOUT THE PEOPLE IN KANSAS . THEY WOULD HAVE TO GET HOTEL RESERVATIONS AND PLANE TICKETS TO COME AND SEE THIS  WE'RE ONLY FORTY MINUTES AWAY THIS IS TOO GOOD TO PASS UP .
Ses03M_script02_1_M024,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",exc,WELL THIS IS . LIKE  THE HIGHLIGHT  THE ONE NIGHT OF THEIR LIVES  AND THAT FLOPPING AROUND THAT'S LAYING EGGS OR  SPAWNING OR MATING OR . WHATEVER YOU CALL  IT .
Ses03M_script02_1_M025,"But this is the big night for these guys. Their last, life's last orgy.",exc,BUT THIS IS THE BIG NIGHT FOR THESE GUYS . THEIR LAST  LIFE'S LAST  ORGY .
Ses03M_script02_1_M026,Yeah they do.,exc,YEAH THEY DO .
Ses03M_script02_1_M027,"Okay. But it's fish that do something that no other fish do. Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",exc,OKAY BUT IT'S FISH THAT DO SOMETHING THAT NO OTHER FISH DO . LIKE THE SWALLOWS IN CAPISTRANO . OR THE LEMMINGS THAT  THROW THEMSELVES OFF THE CLIFFS THERE'S  MAGIC . HERE AND SOME  MYSTERY AND A LITTLE BIT OF UNEXPLAINABLE .
Ses03M_script02_1_M034,"Look, is that...no is that just seaweed?",exc,LOOK IS THAT NO IS THAT JUST  SEAWEED .
Ses03M_script02_1_M035,"You know, this is great isn't it? You know, I wouldn't trade this for anything.",exc,YOU KNOW THIS IS GREAT ISN'T IT . YOU KNOW I WOULDN'T TRADE THIS FOR ANYTHING .
Ses03M_script02_1_M036,"I mean, think about this, I know you're not interested but just think about this for a minute.",exc,I MEAN  THINK ABOUT THIS . I KNOW YOU'RE NOT INTERESTED BUT JUST THINK ABOUT THIS FOR A MINUTE .
Ses03M_script02_1_M037,"Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies...",exc,SOMEWHERE OUT THERE . THERE'S THIS HUGE SILVER MASS OF FISH HEADING THIS WAY  THEY DON'T WHY  WE DON'T KNOW WHY THEY JUST SOME  LITTLE INSTINCTUAL FIRE CRACKER WENT OFF IN THEIR BODIES .
Ses03M_script02_1_M038,"...like and they all just turned at once and formed a line as long as the California coast and started swimming this way. They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything. No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters.",exc,LIKE AND THEY ALL JUST TURNED AT ONCE  AND FORMED A LINE AS LONG AS THE CALIFORNIA COAST AND STARTED SWIMMING THIS WAY . THEY DIDN'T  YOU KNOW . THEY DIDN'T MAKE A DECISION  THEY DIDN'T  YOU KNOW  HAVE BOATS OR ANYTHING NO ONE SENT THEM AN INVITATION OR A MAP THEY JUST STARTED SWIMMING  AS IF THAT'S THE ONLY THING THAT MATTERS .
Ses03M_script02_1_M039,"It's single mindedness with no mind. It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",exc,IT'S . SINGLE MINDEDNESS  WITH NO MIND . IT'S  URGENCY . THAT'S PURE  URGE . AND THEY DON'T THEY DON'T ASK IT A QUESTION  THEY DON'T GIVE IT A NAME . THEY JUST SWIM .
Ses03M_script02_1_M040,They just start swimming to this place right here where we stand for massive celebration of sex and death.,exc,THEY JUST START SWIMMING . TO THIS PLACE RIGHT HERE WHERE WE STAND FOR MASSIVE CELEBRATION OF SEX  AND . DEATH .
Ses03M_script02_1_M041,"Oh, I'm giving myself goose bumps. Look, all my hairs are standing up.",exc,OH I'M  GIVING MYSELF . GOOSE BUMPS LOOK ALL MY HAIRS ARE . STANDING UP .
Ses03M_script02_1_M042,[BREATHING] So what do you think?,exc,{BR} . SO WHAT DO YOU THINK .
Ses03M_script02_1_M043,About what I just said?,exc,ABOUT WHAT I JUST SAID .
Ses03M_script02_2_F000,About what?,ang,ABOUT WHAT .
Ses03M_script02_2_F001,It's ridiculous.,ang,IT'S RIDICULOUS .
Ses03M_script02_2_F002,"It's PR. I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",ang,IT'S PR I  MEAN SOMEBODY SOLD YOU A GOOD BILL . ABOUT THIS WONDERFUL EVENT THAT GOING TO HAPPEN ON THE BEACH .
Ses03M_script02_2_F003,"Yeah. Everyone else was sold the same thing. I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",ang,YEAH EVERYONE ELSE WAS SOLD THE SAME THING . I MEAN LOOK . IT KEEPS US EXCITED IT KEEPS US . COMING BACK FOR MORE AND YOU KNOW KEEPS US THINKING . LIFE'S GOING TO START ANY MINUTE NOW .
Ses03M_script02_2_F004,"Look, I'm sorry but it's still just fish to me.",ang,LOOK . I'M SORRY BUT IT'S STILL JUST FISH  TO ME .
Ses03M_script02_2_F009,Okay. Twice is as many times as we've tried and that's ever.,ang,OKAY . TWICE IS AS MANY TIMES AS WE'VE TRIED AND THAT'S EVER .
Ses03M_script02_2_F011,"Augie, god dammit, don't ask me that. You always ask me that. I hate it when you ask me that. It's insulting.",ang,AUGIE GOD DAMMIT DON'T ASK ME THAT YOU ALWAYS ASK ME THAT I HATE IT WHEN YOU ASK ME THAT . IT'S INSULTING .
Ses03M_script02_2_F013,"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",ang,LISTEN I'VE WAITING MY . ENTIRE LIFE ON THIS BEACH JUST STANDING THERE WAITING FOR THIS FISH TO SHOW UP AND THESE FISH NEVER SHOW UP .
Ses03M_script02_2_F016,"No we won't. I mean, God, this isn't about the fish Augie.",ang,NO WE WON'T I . MEAN GOD THIS ISN'T ABOUT THE FISH  AUGIE .
Ses03M_script02_2_F018,We thought I was pregnant.,sad,WE THOUGHT I WAS PREGNANT .
Ses03M_script02_2_F023,I'd rather not remember something...,sad,I'D RATHER NOT REMEMBER SOMETHING .
Ses03M_script02_2_F024,Rather not hope for something.,sad,RATHER NOT HOPE  FOR SOMETHING .
Ses03M_script02_2_F025,No.,sad,NO .
Ses03M_script02_2_F031,I want things to turn out the way that they're supposed to be.,ang,I WANT . THINGS TO TURN OUT THE WAY THAT THEY'RE SUPPOSED TO BE .
Ses03M_script02_2_F033,Cause everything isn't anything like I thought it would be.,ang,CAUSE EVERYTHING  ISN'T ANYTHING LIKE I THOUGHT IT WOULD BE .
Ses03M_script02_2_F034,This is just this. You know? I mean it's a lot and everything but it isn't somewhere else. Do you know what I'm trying to say?,sad,THIS IS JUST  THIS YOU KNOW I MEAN . IT'S A LOT AND EVERYTHING BUT IT . ISN'T SOMEWHERE ELSE DO YOU KNOW WHAT I'M TRYING TO SAY .
Ses03M_script02_2_F035,I know you are Augie. I know you wanted this evening to be nice.,sad,I KNOW YOU ARE AUGIE I KNOW  YOU WANTED THIS EVENING TO BE NICE .
Ses03M_script02_2_F036,I can't help thinking about being somewhere else.,sad,I CAN'T HELP THINKING ABOUT BEING SOMEWHERE ELSE .
Ses03M_script02_2_F037,I didn't say that.,sad,I DIDN'T SAY THAT .
Ses03M_script02_2_F038,"Augie, whatever I'm doing I'd rather be doing with you.",sad,AUGIE . WHATEVER I'M DOING . I'D . RATHER  BE DOING WITH YOU .
Ses03M_script02_2_F040,If anybody wants to be with anybody else it's probably you. Probably somebody who enjoys herself a little more and is not so hard.,sad,IF ANYBODY WANTS TO BE WITH ANYBODY ELSE . IT'S PROBABLY YOU  PROBABLY SOMEBODY WHO ENJOYS HERSELF A LITTLE MORE AND . IS NOT SO HARD .
Ses03M_script02_2_F041,"Well, I guess this is the wrong spot for the right people.",sad,WELL I GUESS  THIS IS THE WRONG SPOT FOR THE RIGHT PEOPLE .
Ses03M_script02_2_F042,Yeah. I noticed that. It's real pretty on the water.,hap,YEAH I NOTICED THAT IT'S REAL PRETTY ON THE WATER .
Ses03M_script02_2_F044,Oh you brought refreshments.,hap,OH YOU BROUGHT REFRESHMENTS .
Ses03M_script02_2_F046,No I'm beginning to think you might be right.,hap,NO I'M . BEGINNING TO THINK YOU MIGHT BE RIGHT .
Ses03M_script02_2_F047,I think this may be the place for us after all.,hap,I . THINK THIS MAY BE THE PLACE FOR US AFTER ALL .
Ses03M_script02_2_F048,I am sorry Augie.,hap,I AM SORRY AUGIE .
Ses03M_script02_2_F049,Or not.,hap,OR NOT .
Ses03M_script02_2_M000,So what do you think?,exc,SO WHAT DO YOU THINK .
Ses03M_script02_2_M014,"Well, we're going to see it.",neu,WELL WE'RE GOING TO SEE IT .
Ses03M_script02_2_M017,"Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight.",neu,LET'S SEE I . TOOK A SHOWER . YOU WERE WATCHING THE NEWS YOU SAID HEY . HEY THE GRUNIONS ARE RUNNING TONIGHT AND I SAID . GREAT LET'S GO . I  FEEL LUCKY  TONIGHT .
Ses03M_script02_2_M019,Wait a minute. I've got it.,neu,WAIT A MINUTE  I'VE GOT IT .
Ses03M_script02_2_M020,It was in the car right? Driving past the Knickerbocker Liquor Locker...,neu,IT WAS IN THE CAR RIGHT  DRIVING PAST THE KNICKERBOCKER LIQUOR LOCKER .
Ses03M_script02_2_M021,And you said let's get some champagne and I said time's a wasting or something like that.,neu,AND YOU SAID LET'S GET SOME CHAMPAGNE AND I SAID . TIME'S A WASTING OR SOMETHING  LIKE THAT .
Ses03M_script02_2_M022,You want this to be like the other time right? That's it right?,neu,YOU WANT THIS TO BE LIKE THE OTHER TIME RIGHT THAT'S IT RIGHT .
Ses03M_script02_2_M028,Welcome to the human race.,ang,WELCOME TO THE HUMAN RACE .
Ses03M_script02_2_M029,Do you think that this is what I had in mind? That four years down the line that we'd get married and come to the beach and argue with each other over fish? No.,ang,DO YOU THINK . THAT THIS IS WHAT I HAD IN MIND  THAT FOUR YEARS DOWN THE LINE . THAT WE'D GET MARRIED AND COME TO THE BEACH AND ARGUE WITH EACH OTHER OVER FISH . NO .
Ses03M_script02_2_M030,I was just like you. I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...,ang,I WAS JUST LIKE YOU I THOUGHT IT WAS GOING TO BE ALL PEACHES AND ROSES AND EVERYTHING GREAT AND . THE SAND IN OUR TOES AND THE WIND IN OUR HAIR AND THE FISH WILL ALWAYS COME AND  THE BILLS WILL PAY THEMSELVES AND WE'D HAVE  THREE BIG FAT ROSY KIDS .
Ses03M_script02_2_M031,...and you know? Baby the jokes on us. Because you know what you get? Do you know what you get Carla? You get this.,ang,AND YOU KNOW . BABY . THE JOKES ON US . BECAUSE YOU KNOW WHAT YOU GET DO . YOU KNOW WHAT YOU GET CARLA YOU GET THIS .
Ses03M_script02_2_M032,Yes it is.,ang,YES IT IS .
Ses03M_script02_2_M033,Right.,ang,RIGHT .
Ses03M_script02_2_M036,Maybe if you were with someone else too.,sad,MAYBE IF YOU WERE WITH SOMEONE ELSE TOO .
Ses03M_script02_2_M037,I know. But I know I don't make you happy.,sad,I KNOW BUT I KNOW I DON'T MAKE YOU HAPPY .
Ses03M_script02_2_M041,I mean look at the view of the moon we got from here.,hap,I MEAN LOOK AT THE VIEW OF THE MOON WE GOT FROM  HERE .
Ses03M_script02_2_M042,"Hey, look what we got here.",hap,HEY LOOK WHAT WE GOT HERE .
Ses03M_script02_2_M045,Shh. If we're very quiet the fish might come.,hap,SHH IF WE'RE VERY QUIET  THE  FISH MIGHT COME .
Ses03M_script02_2_M046,Or not.,hap,OR NOT .
Ses03M_script03_1_F003,Now and always sweet.,exc,NOW AND ALWAYS SWEET .
Ses03M_script03_1_F004,"I mean, it was, it's bound to come out sooner or later.",exc,I MEAN IT WAS IT'S BOUND TO . COME OUT SOONER OR LATER .
Ses03M_script03_1_F005,That sent shivers up my spine.,exc,THAT SENT SHIVERS UP MY SPINE .
Ses03M_script03_1_F006,Behave exquisitely.,exc,BEHAVE EXQUISITELY .
Ses03M_script03_1_F018,That's serious enough.,sad,THAT'S SERIOUS ENOUGH .
Ses03M_script03_1_M004,I don't care then.,exc,I DON'T CARE THEN .
Ses03M_script03_1_M006,"No, wrong number.",exc,NO WRONG NUMBER .
Ses03M_script03_1_M035,I didn't hit you very hard.,neu,I DIDN'T HIT YOU VERY HARD .
Ses03M_script03_2_F000,"Oh, come on, you knew there was nothing in that.",neu,OH  COME ON YOU KNEW THERE WAS NOTHING IN THAT .
Ses03M_script03_2_F001,Presents? A trivial little broach.,ang,PRESENTS A TRIVIAL LITTLE BROACH .
Ses03M_script03_2_F003,No I didn't. You made up the whole thing in your jealous imagination.,neu,NO I DIDN'T YOU MADE UP  THE WHOLE THING IN YOUR  JEALOUS IMAGINATION .
Ses03M_script03_2_F004,Just a little perhaps but nothing serious.,neu,JUST A LITTLE PERHAPS BUT NOTHING SERIOUS .
Ses03M_script03_2_F006,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",neu,WELL IT DIDN'T HARM HIM IN FACT IT PLEASURED HIM A LOT AND IT DIDN'T HURT ME .
Ses03M_script03_2_F010,I don't know why you want it. You've already had two glasses.,ang,I DON'T KNOW WHY YOU WANT IT YOU'VE ALREADY HAD TWO GLASSES .
Ses03M_script03_2_F011,I don't see what you have to go on and on with this kind of thing.,ang,I DON'T SEE WHAT YOU HAVE TO GO . ON AND ON WITH THIS KIND OF  THING .
Ses03M_script03_2_F012,It's become a habit with you.,neu,IT'S BECOME A HABIT WITH YOU .
Ses03M_script03_2_F014,What?,ang,WHAT .
Ses03M_script03_2_F016,"No, just making myself beautiful for you.",neu,NO JUST MAKING MYSELF  BEAUTIFUL FOR YOU .
Ses03M_script03_2_F017,That's the woman's job to lure the man. Watch me a moment won't you?,neu,THAT'S THE WOMAN'S JOB TO LURE THE MAN  WATCH ME . A . MOMENT WON'T YOU .
Ses03M_script03_2_F024,"Adders don't snap, they sting.",ang,ADDERS DON'T SNAP  THEY STING .
Ses03M_script03_2_F025,They sting.,ang,THEY STING .
Ses03M_script03_2_F028,Mind your business.,ang,MIND YOUR BUSINESS .
Ses03M_script03_2_F029,You're quite insufferable. I expect it's because you're drunk.,ang,YOU'RE QUITE INSUFFERABLE I EXPECT IT'S BECAUSE YOU'RE DRUNK .
Ses03M_script03_2_F030,You've always had a weak head.,ang,YOU'VE ALWAYS HAD A WEAK HEAD .
Ses03M_script03_2_F031,"On the contrary, a child of two can get violently drunk off just one glass of brandy.",ang,ON THE CONTRARY . A CHILD OF TWO CAN GET VIOLENTLY DRUNK  OFF . JUST . ONE GLASS OF BRANDY .
Ses03M_script03_2_F032,Shut up.,ang,SHUT  UP .
Ses03M_script03_2_F033,"Not very funny dear. In fact, maybe you better have some more brandy.",ang,NOT VERY FUNNY DEAR  IN FACT MAYBE YOU BETTER HAVE SOME MORE BRANDY .
Ses03M_script03_2_F036,They are away in Tunis.,neu,THEY ARE AWAY IN TUNIS .
Ses03M_script03_2_F038,Very well. If you insist on being a boorish and idiotic.,ang,VERY WELL . IF YOU INSIST  ON BEING A BOORISH AND IDIOTIC .
Ses03M_script03_2_F039,You are far too temperamental. Try to control yourself.,ang,YOU ARE FAR TOO TEMPERAMENTAL  TRY TO CONTROL YOURSELF .
Ses03M_script03_2_F040,Go away. Go away. I hate you.,ang,GO AWAY GO AWAY  I . HATE YOU .
Ses03M_script03_2_F041,"I hate you. Listen I'm sick and tired of listening to you, you sadistic bully.",ang,I HATE YOU  LISTEN  I'M SICK AND TIRED OF LISTENING TO YOU . YOU SADISTIC BULLY .
Ses03M_script03_2_F042,"This is the end. Understand? This is the end, here and now, forever and always.",ang,THIS IS THE END  UNDERSTAND . THIS IS THE END HERE AND NOW FOREVER AND ALWAYS .
Ses03M_script03_2_F043,"Oh, yes I am. Yes I am and you can't stop me.",ang,OH YES I AM YES I  AM AND . YOU CAN'T STOP ME .
Ses03M_script03_2_F044,"Listen, you're a cruel fiend and I hate, loathe you. Thank God finally, finally thank God I've realized just how horrible you are--and marry you? Marry you? Never. I will never marry you. I will die die in torment-",ang,LISTEN YOU'RE A CRUEL . FIEND  AND I HATE LOATHE YOU THANK GOD FINALLY FINALLY THANK GOD I'VE REALIZED JUST HOW HORRIBLE . YOU . ARE AND MARRY YOU MARRY . YOU NEVER I WILL  NEVER MARRY YOU I WILL DIE DIE IN TORMENT .
Ses03M_script03_2_F045,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,ang,BEAST BRUTE CAD SWINE BEAST BEAST BRUTE DEVIL SORRY .
Ses03M_script03_2_M000,Yes. The real cause of that rile was Peter Burden.,neu,YES  THE REAL CAUSE OF THAT RILE WAS PETER BURDEN .
Ses03M_script03_2_M003,You went out of your way to torture me over Peter Burden.,ang,YOU WENT OUT OF YOUR WAY TO  TORTURE ME OVER PETER BURDEN .
Ses03M_script03_2_M004,You must admit he was in love with you.,ang,YOU MUST ADMIT HE WAS IN LOVE WITH YOU .
Ses03M_script03_2_M005,You let him kiss you. You said so. What of it?,ang,YOU LET HIM KISS YOU  YOU . SAID SO WHAT OF IT .
Ses03M_script03_2_M006,And what about me?,ang,AND WHAT ABOUT ME .
Ses03M_script03_2_M007,"Oh, that's a nice point of view I must say.",ang,OH . THAT'S A NICE POINT OF VIEW I MUST SAY .
Ses03M_script03_2_M008,"Yeah, so am I. Bored stiff.",ang,YEAH SO AM I  BORED STIFF .
Ses03M_script03_2_M009,You want some brandy?,neu,YOU WANT SOME BRANDY .
Ses03M_script03_2_M010,I'll have a little I think.,neu,I'LL HAVE A LITTLE I THINK .
Ses03M_script03_2_M011,No particular reason. Anyhow they were very small ones.,ang,NO PARTICULAR REASON ANYHOW THEY WERE VERY SMALL ONES .
Ses03M_script03_2_M012,Oh my...just because I just...okay...,ang,OH MY JUST BECAUSE  I JUST  OKAY .
Ses03M_script03_2_M014,You needn't be so grand just because you don't happen to want any yourself at the moment.,ang,YOU NEEDN'T BE SO GRAND JUST BECAUSE YOU DON'T HAPPEN TO WANT ANY YOURSELF AT THE  MOMENT .
Ses03M_script03_2_M019,Actually that's perfectly true.,neu,ACTUALLY THAT'S PERFECTLY TRUE .
Ses03M_script03_2_M020,Yes it is.,neu,YES IT IS .
Ses03M_script03_2_M021,I think that,neu,I  THINK THAT .
Ses03M_script03_2_M029,I'm not in the least bit drunk.,ang,I'M NOT IN THE LEAST BIT DRUNK .
Ses03M_script03_2_M030,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy. That's not even enough to get a child of two drunk.",ang,OKAY LIKE I MENTIONED BEFORE . I HAD THREE VERY SMALL MINUTE . LIQUOR GLASSES OF BRANDY . THAT'S NOT EVEN ENOUGH TO GET A CHILD OF TWO DRUNK .
Ses03M_script03_2_M031,"Oh, what an interesting topic. What about a child of four and a child of six? A child of nine?",ang,OH WHAT AN  INTERESTING TOPIC  WHAT ABOUT A CHILD OF FOUR  AND A CHILD OF SIX . A  CHILD OF NINE .
Ses03M_script03_2_M032,We might be able to bring up a splendid little debate about this intemperate tots.,ang,WE MIGHT BE ABLE TO BRING UP A SPLENDID LITTLE DEBATE ABOUT THIS . INTEMPERATE TOTS .
Ses03M_script03_2_M033,"Oh, thanks. I think I will.",ang,OH THANKS I THINK I WILL .
Ses03M_script03_2_M034,You better turn that off.,ang,YOU BETTER TURN THAT OFF .
Ses03M_script03_2_M038,No I'll do no such thing.,ang,NO I'LL DO NO SUCH THING .
Ses03M_script03_2_M039,"Come on, turn it off. It's driving me mad.",ang,COME ON TURN IT OFF IT'S DRIVING ME MAD .
Ses03M_script03_2_M040,Turn it--Turn it off.,ang,TURN IT  TURN IT OFF .
Ses03M_script03_2_M041,Very amusing indeed.,ang,VERY AMUSING INDEED .
Ses03M_script03_2_M042,"You know what? You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",ang,YOU KNOW WHAT  YOU'RE A . VILE  LITTLE  EVIL MINDED LITTLE WICKED BEAST . AND I NEVER WANT TO SEE YOU AGAIN .
Ses03M_script03_2_M043,You're not going nowhere. No you're not.,ang,YOU'RE NOT GOING NOWHERE . NO YOU'RE NOT .
Ses03M_script03_2_M044,Just shut up.,ang,JUST SHUT UP .
Ses03M_script03_2_M045,shut up. shut up. I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,ang,SHUT UP SHUT UP I . WOULD . I WOULD NEVER MARRY YOU AGAIN IF YOU CAME CRAWLING BACK TO ME ON YOUR HANDS AND KNEES BECAUSE YOU'RE AN EVIL . MINDED LITTLE VAMPIRE  AND I HOPE TO GOD I NEVER SEE YOU AGAIN .
Ses03M_script03_2_M046,Oh.,ang,OH .
Ses04F_impro01_F004,I did exactly what they told me to do.,ang,I DID EXACTLY WHAT THEY TOLD ME TO DO .
Ses04F_impro01_F008,I've been to the back of the line five times.,ang,I'VE . BEEN TO THE BACK OF THE LINE FIVE TIMES .
Ses04F_impro01_F009,Okay. What is it that I did wrong on the form that I have to start all over again?,ang,OKAY WHAT IS IT . THAT I DID WRONG ON THE FORM THAT I HAVE TO START ALL OVER AGAIN .
Ses04F_impro01_F010,"Okay. Well, I can do that right here right now without going to the back of the line again. See look initialed. All done. Ready to go.",ang,OKAY WELL I CAN DO THAT RIGHT HERE RIGHT NOW WITHOUT GOING TO THE BACK OF THE LINE AGAIN SEE LOOK INITIALED ALL . DONE READY TO  GO .
Ses04F_impro01_F012,I'm not starting over again. No I have done this five times. I am not starting over again.,ang,I'M NOT STARTING OVER AGAIN NO I HAVE DONE THIS  FIVE TIMES I AM NOT STARTING OVER AGAIN .
Ses04F_impro01_F014,I mean look she's -she's perfectly nice. She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to. I have kids to pick up from school. I can't just stay here.,ang,I MEAN LOOK SHE'S SHE'S PERFECTLY NICE SHE DOESN'T MIND WAITING FOR A COUPLE OF MINUTES BECAUSE I'VE BEEN HERE ALL DAY I HAVE A JOB TO GET BACK TO I . HAVE KIDS TO PICK UP FROM SCHOOL I CAN'T JUST  STAY HERE .
Ses04F_impro01_F016,This is your job is to help people like me who need to get a new license.,ang,THIS IS YOUR JOB IS TO HELP PEOPLE LIKE ME WHO NEED TO GET A NEW LICENSE .
Ses04F_impro01_F019,I'm testing your patience?,ang,I'M TESTING YOUR PATIENCE .
Ses04F_impro01_F021,I don't need to be. I need to go and do other things with my time. Okay.,ang,I DON'T NEED TO BE I NEED TO GO AND DO OTHER THINGS WITH MY TIME OKAY .
Ses04F_impro01_F022,"Please just put the form in, take the picture, let me get my license and get the hell out of here. Please.",ang,PLEASE . JUST PUT THE FORM IN  TAKE THE PICTURE . LET ME GET MY LICENSE AND GET THE HELL OUT OF HERE . PLEASE .
Ses04F_impro01_M005,I've got a life too ma'am,ang,I'VE GOT A LIFE TOO MA'AM .
Ses04F_impro01_M008,There's nothing I can do for you. Do you understand that? Nothing.,ang,THERE'S NOTHING I CAN DO FOR YOU DO YOU UNDERSTAND THAT . NOTHING .
Ses04F_impro01_M011,You're going to have to go back again.,ang,YOU'RE GOING TO HAVE TO GO BACK AGAIN .
Ses04F_impro01_M014,Ma'am I have other people waiting in line right now. I have other people waiting in line right now.,ang,MA'AM  I HAVE OTHER PEOPLE WAITING IN LINE RIGHT NOW I HAVE OTHER PEOPLE WAITING IN LINE RIGHT NOW .
Ses04F_impro01_M021,like I said before right now.,ang,LIKE I SAID BEFORE  RIGHT NOW .
Ses04F_impro01_M023,You're testing my goddamn patience.,ang,YOU'RE TESTING MY GODDAMN PATIENCE .
Ses04F_impro01_M024,"I work in this fucking building all day. And I'm sick of it, okay?",ang,I WORK IN THIS FUCKING BUILDING ALL DAY . AND I'M SICK OF IT . OKAY .
Ses04F_impro02_F000,Yeah. They just called.,sad,YEAH . THEY JUST CALLED .
Ses04F_impro02_F001,I know.,sad,I KNOW .
Ses04F_impro02_F002,I don't know what to say. I don't want to go but I don't have a lot of choice.,sad,I . DON'T KNOW WHAT TO SAY I DON'T WANT  TO GO BUT  I DON'T HAVE A LOT OF CHOICE .
Ses04F_impro02_F003,I'm going to come back. I need you to believe that.,sad,I'M GOING TO COME BACK  I NEED YOU TO BELIEVE THAT .
Ses04F_impro02_F005,Well you have to have faith because I don't have a choice and I have to go.,sad,WELL YOU HAVE TO HAVE FAITH  BECAUSE I DON'T HAVE A CHOICE AND I HAVE  TO GO .
Ses04F_impro02_F006,Do you think I want to leave you?,sad,DO YOU THINK I WANT  TO LEAVE YOU .
Ses04F_impro02_F007,I have to do this. I don't want to leave. Do you think I want to miss seeing her grow up?,sad,I HAVE  TO DO THIS . I DON'T WANT TO LEAVE DO YOU THINK I WANT TO MISS SEEING HER GROW UP .
Ses04F_impro02_F009,And now- and now it's really shitty timing but now I have to go.,sad,AND NOW . AND NOW . IT'S  REALLY SHITTY TIMING  BUT . NOW I HAVE TO GO .
Ses04F_impro02_F011,What's that supposed to mean?,sad,WHAT'S THAT SUPPOSED TO MEAN .
Ses04F_impro02_F012,Well I'll come back. What is that supposed to mean? You're not willing to wait for me to come back?,ang,WELL I'LL COME BACK WHAT IS THAT SUPPOSED TO MEAN YOU'RE NOT WILLING TO WAIT FOR ME TO COME BACK .
Ses04F_impro02_F017,Thanks that helps.,ang,THANKS THAT HELPS .
Ses04F_impro02_F018,I feel much better now.,ang,I FEEL MUCH BETTER NOW .
Ses04F_impro02_F022,That's how you want to leave it?,ang,THAT'S HOW YOU WANT TO LEAVE IT .
Ses04F_impro02_F023,I want you to be okay with it as much as you can be. I mean it's not a great situation but we don't have an option here.,sad,I WANT YOU TO BE OKAY WITH IT  AS MUCH AS YOU CAN BE . I MEAN IT'S NOT A GREAT SITUATION BUT WE DON'T HAVE AN OPTION HERE .
Ses04F_impro02_F024,Fine.,sad,FINE .
