,FileName,Sentences,Label,text,AugmentedText
2448,Ses03F_script01_3_F008,"Well, you've been embarrassed ever since I came.",sad,WELL YOU'VE BEEN EMBARRASSED EVER SINCE I CAME .,"Ever since I got here, you've been embarrassed."
2449,Ses03F_script01_3_F011,"Well, I mean,",hap,WELL I MEAN .,"Well, I mean,"
2450,Ses03F_script01_3_F012,"from her opinion, why else would I come here?",hap,FROM HER OPINION WHY ELSE WOULD  I COME HERE .,Why else would I come here?
2451,Ses03F_script01_3_F013,"Well, I guess that's why I came.",hap,WELL I GUESS THAT'S WHY I CAME .,"Well, I guess that's why I came."
2452,Ses03F_script01_3_F014,"I've been ready for a long, long time.",hap,I'VE BEEN READY FOR A LONG LONG TIME .,I've been ready for a long time.
2453,Ses03F_script01_3_F018,Every day since.,hap,EVERY DAY SINCE .,Every day after.
2454,Ses03F_script01_3_F021,I don't know if I ever can forgive you for that. Why'd you wait so long? I sat in my room wondering if I was crazy for thinking about you.,hap,I DON'T KNOW IF I EVER CAN FORGIVE YOU FOR THAT  WHY'D YOU WAIT SO LONG . I SAT IN MY ROOM WONDERING IF I WAS CRAZY FOR THINKING ABOUT YOU .,I don't know if I can ever forgive you. Why did you wait so long? I sat in my room wondering if I was crazy to think about you.
2455,Ses03F_script01_3_F023,"Like Larry's brother. Do it like you, Chris.",hap,LIKE . LARRY'S BROTHER  DO IT LIKE YOU CHRIS .,Like Larry's brother.
2456,Ses03F_script01_3_F025,No. What is it? Is it your mother?,sad,NO  WHAT IS IT IS IT YOUR MOTHER .,Is that your mother?
2457,Ses03F_script01_3_F026,"Well then tell me what's wrong. I mean, even in your letters there's something ashamed.",sad,WELL THEN . TELL ME WHAT'S WRONG I MEAN EVEN IN YOUR LETTERS THERE'S SOMETHING ASHAMED .,"Then tell me what's going on. I mean, even in your letters, there's something shameful."
2458,Ses03F_script01_3_F027,You should tell me.,sad,YOU SHOULD TELL ME .,You should tell me.
2459,Ses03F_script01_3_F028,"But, Chris, it wouldn't work like this.",sad,BUT CHRIS IT WOULDN'T WORK LIKE THIS .,"But Chris, it wouldn't work that way."
2460,Ses03F_script01_3_F029,"Yeah, sure.",sad,YEAH SURE .,"Yes, of course."
2461,Ses03F_script01_3_F030,How many?,sad,HOW MANY .,How much?
2462,Ses03F_script01_3_F031,Geez.,sad,GEEZ .,"Oh, my God."
2463,Ses03F_script01_3_F032,And you still feel that way?,sad,AND YOU STILL FEEL THAT WAY .,And you still feel that way?
2464,Ses03F_script01_3_F033,"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",sad,BECAUSE YOU CAN'T FEEL THAT WAY NEVER AGAIN CHRIS  YOU HEAR ME NEVER I  MEAN . THE MONEY AND ME TOO .,"Because you can't feel that way, never again, Chris, do you hear me?"
2465,Ses03F_script01_3_F035,What am I going to do with a fortune?,hap,WHAT AM I GOING TO DO WITH A FORTUNE .,What am I gonna do with a fortune?
2466,Ses03F_script01_3_M000,"Yeah. I know. It went out of style, didn't it?",hap,YEAH . I KNOW  IT WENT OUT OF STYLE DIDN'T IT .,"Yeah, I know it didn't go well, did I?"
2467,Ses03F_script01_3_M001,You're not sorry you came?,neu,YOU'RE NOT SORRY YOU CAME .,Aren't you sorry you came?
2468,Ses03F_script01_3_M003,Well-,neu,WELL .,"Well, then..."
2469,Ses03F_script01_3_M004,What?,neu,WHAT .,What?
2470,Ses03F_script01_3_M006,"Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",hap,OH LOOK  UM  WELL THE THING IS I WAS PLANNING ON  PLANNING ON SORT OF SNEAKING UP ON YOU OVER A WEEK OR SO . AND . THEY . THEY TAKE IT FOR GRANTED WE'RE ALL SET .,"The thing is, I've been planning to sneak up on you for over a week, and they take it for granted that we're ready."
2471,Ses03F_script01_3_M009,"I, I guess that's why I asked you to come.",hap,I I GUESS THAT'S . WHY I ASKED YOU TO COME .,I guess that's why I asked you to come.
2472,Ses03F_script01_3_M010,"Oh, Annie.",hap,OH ANNIE .,"Oh, Annie, what's going on?"
2473,Ses03F_script01_3_M011,"Annie, I love you.",hap,ANNIE I LOVE YOU .,"Annie, I love you."
2474,Ses03F_script01_3_M012,I love you a great deal.,hap,I LOVE YOU A GREAT  DEAL .,I love you very much.
2475,Ses03F_script01_3_M013,I-I love you. I have no imagination. That's all I know how to tell it.,hap,I I LOVE YOU  I . HAVE NO IMAGINATION THAT'S ALL I KNOW HOW TO TELL IT .,"I love you, I have no imagination, that's all I have to say."
2476,Ses03F_script01_3_M014,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",hap,I'M EMBARRASSING YOU  I DIDN'T WANT TO TELL YOU IT  HERE I WANTED TO GO SOMEWHERE THAT WOULD BE BRAND NEW TO EACH OTHER  IT FEELS WRONG HERE DON'T YOU . THIS YARD AND  THIS CHAIR .,"I didn't want to tell you here, I wanted to go somewhere new to each other."
2477,Ses03F_script01_3_M015,I don't want to win you from anybody. I want you to be ready for me.,hap,I DON'T WANT TO WIN YOU FROM ANYBODY  I WANT YOU TO BE READY FOR ME .,"I don't want you to win from anyone, I want you to be ready for me."
2478,Ses03F_script01_3_M018,You felt something that far back?,hap,YOU FELT SOMETHING THAT FAR BACK .,Did you feel something that far?
2479,Ses03F_script01_3_M019,Why didn't you let me know?,hap,WHY DIDN'T YOU LET ME KNOW .,Why didn't you tell me?
2480,Ses03F_script01_3_M020,"Give me a kiss, Annie.",hap,GIVE ME A KISS ANNIE .,"Give me a kiss, Annie."
2481,Ses03F_script01_3_M021,Give me-,hap,GIVE ME .,Give me...
2482,Ses03F_script01_3_M023,We're going to live now. I'm going to make you so happy.,hap,WE'RE GOING TO LIVE NOW . I'M GOING TO MAKE YOU SO HAPPY .,"We're gonna live now, I'm gonna make you so happy."
2483,Ses03F_script01_3_M024,I kissed you.,hap,I KISSED YOU .,I kissed you.
2484,Ses03F_script01_3_M025,Let's drive somewhere. I want to be alone with you.,sad,LET'S DRIVE SOMEWHERE  I WANT TO BE ALONE WITH YOU .,"Let's go somewhere, I want to be alone with you."
2485,Ses03F_script01_3_M026,"No, no, no, no. Nothing like that.",neu,NO NO NO NO NOTHING LIKE THAT .,"No, no, no, no, nothing like that."
2486,Ses03F_script01_3_M027,"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",sad,YEAH I GUESS THERE IS . I  GUESS I WAS BUT UH  IT'S GOING FROM ME NOW .,"Yeah, I guess I was, but it's on me now."
2487,Ses03F_script01_3_M028,I don't know where to start.,sad,I DON'T KNOW WHERE TO START .,I don't know where to start.
2488,Ses03F_script01_3_M029,You know when I went overseas. I said I was in command of a company.,sad,YOU KNOW WHEN I WENT OVERSEAS  I SAID I WAS IN COMMAND OF A COMPANY .,"When I went abroad, I said I was in command of a company."
2489,Ses03F_script01_3_M030,"Well, I lost them.",sad,WELL I LOST THEM .,I lost them.
2490,Ses03F_script01_3_M031,Just about all.,sad,JUST ABOUT ALL .,As good as anything.
2491,Ses03F_script01_3_M032,It takes a little while to toss that off. Because they weren't just men.,sad,IT TAKES A LITTLE WHILE TO TOSS THAT OFF  BECAUSE THEY WEREN'T JUST MEN .,"It takes a while to drop it, because it wasn't just men."
2492,Ses03F_script01_3_M033,"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",sad,FOR INSTANCE ONE TIME IT HAD TO HAVE BEEN RAINING SEVERAL DAYS . THERE WAS THIS ONE KID . HE CAME UP TO ME AND . HE GAVE ME HIS LAST PAIR OF DRY SOCKS  PUT THEM IN MY POCKET .,"For example, once it had to rain for a few days. There was this one child, he came to me and gave me his last dry socks. Put them in my bag."
2493,Ses03F_script01_3_M034,"I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.",sad,I MEAN THAT'S . THAT'S ONLY A LITTLE . THING BUT . THAT'S THE KIND OF GUYS I HAD  THEY DIDN'T JUST DIE  THEY KILLED THEMSELVES FOR EACH OTHER . AND I MEAN THAT EXACTLY . A LITTLE MORE SELFISH AND THEY'D STILL BE HERE TODAY .,"I mean, it's just a little thing, but that was the kind of people I had. They didn't just die, they killed themselves for each other, and that's what I mean."
2494,Ses03F_script01_3_M035,"And I, and I thought something watching them go down.",sad,AND I  AND I THOUGHT SOMETHING WATCHING THEM . GO DOWN .,And me and I thought something was watching them go down.
2495,Ses03F_script01_3_M036,"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",sad,EVERYTHING WAS BEING DESTROYED SEE BUT THERE WAS  ONE NEW THING THAT WAS BEING CREATED  A KIND OF  RESPONSIBILITY . MAN FOR MAN . YOU UNDERSTAND ME .,"It was all destroyed, but it was created a new thing, some kind of responsibility, man for man."
2496,Ses03F_script01_3_M037,And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,sad,AND TO SHOW THAT  TO BRING THAT ONTO THE EARTH LIKE SOME SORT OF MONUMENT STANDING RIGHT BEHIND US  WHERE EVERYONE COULD FEEL IT AND IT WOULD MAKE A DIFFERENCE TO HIM .,"And to show that to bring it to Earth, like a kind of monument standing right behind us, where everyone could feel it, and it would make a difference for him."
2497,Ses03F_script01_3_M038,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,sad,AND I CAME BACK HERE AND IT WAS INCREDIBLE . THERE . WAS NO MEANING IN THAT HERE  THE WHOLE THING TO THEM WAS A  BUS ACCIDENT .,"And I came back here, and it was incredible that it had no meaning here, the whole thing for her was a bus accident."
2498,Ses03F_script01_3_M039,And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,sad,AND I WENT TO WORK WITH DAD AND THAT RAT RACE AGAIN . AND . I FELT  WHAT YOU SAID . ASHAMED SOMEHOW  BECAUSE NOBODY WAS CHANGED AT ALL . IT SEEMED TO MAKE A SUCKER OUT OF A LOT OF GUYS .,"I was back with Dad and that rat, and I felt what you said somehow ashamed me because no one was changed, it seemed like a lot of boys were making a moron."
2499,Ses03F_script01_3_M040,"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",sad,AND I FELT WRONG TO BE ALIVE . TO DRIVE . THE CAR TO . SEE THE . NEW CHECKBOOK . TO SEE THE NEW REFRIGERATOR  I MEAN YOU CAN TAKE THOSE THINGS OUT OF THE WAR . BUT YOU GOT TO KNOW THAT WHEN YOU DRIVE THAT CAR THAT THAT CAME OUT OF THE LOVE A MAN CAN HAVE FOR ANOTHER MAN AND  YOU GOT TO BE A LITTLE BIT BETTER BECAUSE OF THAT .,"I felt wrong to be alive, to drive the car, to see the new checkbook, to see the new fridge. I mean, you can take these things out of the war, but you have to know that if you"
2500,Ses03F_script01_3_M041,"Otherwise, what you have here is loot; and there's blood on it.",sad,OTHERWISE WHAT YOU HAVE HERE IS LOOT AND . THERE'S BLOOD ON IT .,"Otherwise, you've got loot here, and there's blood on it."
2501,Ses03F_script01_3_M042,And I didn't want to take any of it.,sad,AND I DIDN'T WANT TO TAKE ANY OF IT .,And I didn't want to take any of it.
2502,Ses03F_script01_3_M043,And I guess that included you.,sad,AND I GUESS THAT INCLUDED YOU .,And I guess that's what involved you.
2503,Ses03F_script01_3_M045,"Annie,",hap,ANNIE .,"Annie, I know."
2504,Ses03F_script01_3_M046,"Annie, I'm going to make a fortune for you.",hap,ANNIE I'M GOING TO MAKE A FORTUNE FOR YOU .,"Annie, I'm gonna make a fortune for you."
2505,Ses03F_script02_1_F000,Fine.,sad,FINE .,All right.
2506,Ses03F_script02_1_F003,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",ang,I DON'T UNDERSTAND WHY YOU'RE ALWAYS SAYING OH IT'S MINE IT'S MINE IT'S NOT LIKE IT'S JUST YOUR FLASHLIGHT I MEAN HOW DO YOU THINK THAT MAKES ME FEEL .,"I don't understand why you always oh, it's mine, it's mine, it's not like it's just your flashlight."
2507,Ses03F_script02_1_F010,Not particularly.,sad,NOT PARTICULARLY .,Not especially.
2508,Ses03F_script02_1_F011,I don't know. I just don't.,sad,I DON'T KNOW I JUST DON'T .,"I don't know, I just don't know."
2509,Ses03F_script02_1_F012,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,ang,PASS UP WHAT . A  BUNCH OF FISH THEY SWIM UP TO THE BEACH AND THEY FLOP AROUND AND THEY SWIM AWAY AND THEN THEY DIE .,"They swim to the beach, run around, swim away, and then die."
2510,Ses03F_script02_1_M000,"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",exc,HEY WHAT TIME IS IT  THEY'RE SUPPOSED TO RUN AROUND . MIDNIGHT RIGHT . GOD  THIS IS GREAT ISN'T IT .,"You're supposed to run around midnight, right?"
2511,Ses03F_script02_1_M001,Look at the night we got; couldn't be better.,exc,LOOK AT THE NIGHT WE GOT  COULDN'T BE BETTER .,"Look at the night we got, couldn't be better."
2512,Ses03F_script02_1_M002,"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",exc,YOU KNOW ACTUALLY I WANTED TO GO A LITTLE FURTHER UP THE COAST TO GET AWAY FROM ALL THE  THE PEOPLE AND THE LIGHTS  AND UH BUT I THOUGHT WE'D MISS IT . HEY HOW YOU DOING .,"You know, I wanted to get further off the coast from all the people and the lights, and... but I thought we'd miss it."
2513,Ses03F_script02_1_M003,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",exc,OH IS THAT  IS THAT  NOW IS THAT JUST . FOAM UHH  I CAN'T EVEN TELL .,"Oh, is that-is that-now, is that just foam, uh, I can't even say."
2514,Ses03F_script02_1_M004,"Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?",exc,OH THOUGH IF I CAN'T TELL IT PROBABLY ISN'T  THEM RIGHT IT PROBABLY WOULD BE UNMISTAKABLE WOULDN'T YOU THINK  HEY HOW YOU DOING .,"But if I can't say they're not, it might be unmistakable, wouldn't it?"
2515,Ses03F_script02_1_M005,"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",exc,OH DO YOU KNOW WHAT I FORGOT I FORGOT MY FLASHLIGHT HOW COULD I BE SO STUPID . OH I I . SHOULD HAVE BROUGHT MY FLASHLIGHT .,"I forgot my flashlight, how could I be so stupid?"
2516,Ses03F_script02_1_M006,"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",exc,UH . YOU KNOW THE FLASHLIGHT THE SILVER ONE THERE'S ONLY ONE ISN'T THERE .,"You know, the flashlight, the silver one, there's only one, isn't there?"
2517,Ses03F_script02_1_M009,We should have brought our flashlight. I can't believe we forgot to bring it.,exc,WE SHOULD HAVE BROUGHT OUR FLASHLIGHT  I CAN'T BELIEVE WE FORGOT TO BRING IT .,We should have brought our flashlight.
2518,Ses03F_script02_1_M010,I hope the moon stays out.,exc,I HOPE THE MOON STAYS OUT .,I hope the moon stays out.
2519,Ses03F_script02_1_M011,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",exc,HEY DO THEY ALWAYS RUN DURING A FULL MOON . I CAN'T REMEMBER IF IT WAS FULL LAST YEAR DO . YOU REMEMBER .,"Hey, do they always run during a full moon?"
2520,Ses03F_script02_1_M013,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",exc,WE SHOULD HAVE BROUGHT THE BLANKET  OH WHY DIDN'T WE BRING THE BLANKET OUR BLANKET .,Why didn't we bring the blanket?
2521,Ses03F_script02_1_M014,"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",exc,YOU KNOW WHAT WOULD BE GOOD RIGHT NOW A SIX PACK  AH I CAN'T BELIEVE I FORGOT A SIX PACK A SIX PACK WOULD BE JUST THE TICKET RIGHT ABOUT NOW .,I can't believe I forgot a six-pack.
2522,Ses03F_script02_1_M015,I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,exc,I'M SO STUPID I'M LIKE A LITTLE KID  I IT'S AMAZING I GET OUT OF THE HOUSE WITH MY FLY ZIPPED  OH {LG} .,"I'm so stupid, I'm like a little kid, I... it's incredible that I come out of the house with a zipper."
2523,Ses03F_script02_1_M016,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,exc,I WONDER IF THEY CAN HEAR US TALK . OR HEAR THE VIBRATIONS IN THE SAND WHEN WE MOVE .,I wonder if they hear us talking or if they hear the vibrations in the sand when we move.
2524,Ses03F_script02_1_M017,Do you want my jacket?,neu,DO YOU WANT MY JACKET .,You want my jacket?
2525,Ses03F_script02_1_M019,Right.,neu,RIGHT .,Yes.
2526,Ses03F_script02_1_M020,"Yeah, that's my point too.",neu,YEAH THAT'S MY POINT TOO .,"Yeah, that's what I mean."
2527,Ses03F_script02_1_M021,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",exc,NO NO NO NO THAT'S NOT MY POINT  MY POINT IS THERE'S NO POINT  IN COMING DOWN HERE IF WE JUST TURN AROUND AND LEAVE .,"No, no, no, that's not my point. My point is that it doesn't make sense to come here when we just turn around and go."
2528,Ses03F_script02_1_M022,"I mean, don't you want to see it?",neu,I MEAN  DON'T YOU WANT TO SEE IT .,"I mean, don't you want to see it?"
2529,Ses03F_script02_1_M023,Why not?,neu,WHY NOT .,Why not?
2530,Ses03F_script02_1_M036,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",exc,I WOULDN'T MISS THIS FOR ANYTHING  I MEAN . THINK ABOUT THIS . OKAY I KNOW YOU'RE NOT INTERESTED BUT JUST . THINK ABOUT THIS FOR A MINUTE .,"Okay, I know you're not interested, but just think about it."
2531,Ses03F_script02_1_M038,"And they all, all as one, turned as one and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters.",exc,AND THEY ALL . ALL AS ONE TURNED AS ONE  AND FORMED THIS LINE AS . BIG AS THE CALIFORNIA COAST AND STARTED SWIMMING THIS WAY  SWIMMING AS IF THAT'S THE ONLY  THING THAT MATTERS .,"And they all, like one, turned like one and formed this line as large as the Californian coast and started swimming like that. Swimming as if that was the only thing that matters."
2532,Ses03F_script02_1_M039,"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",exc,YOU KNOW THEY DIDN'T ASK IT A QUESTION  THEY DIDN'T THEY  DIDN'T TAKE A VOTE  THEY DIDN'T  HAVE AN INVITATION OR A MAP THEY JUST  STARTED SWIMMING  AS ONE .,"They didn't ask a question, they didn't choose, they didn't have an invitation or a card, they just started swimming as one."
2533,Ses03F_script02_1_M040,"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",exc,ITS SINGLE MINDEDNESS . WITH ONE MIND . URGENCY . THAT'S PURE URGE YOU KNOW THEY DON'T GIVE IT A NAME .,"Their guts with a spirit. Urgency, that's pure urge. You know, they don't give him a name."
2534,Ses03F_script02_1_M041,"They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",exc,THEY DON'T  ASK IT A QUESTION THEY JUST . THEY JUST  THEY DON'T KNOW WHAT DRIVES THEM . THEY JUST TURN AS ONE . AND START THE SWIM THAT BRINGS THEM TO HERE .,"You don't ask it a question. You just, you just, you don't know what she's doing. You just spin as one and start swimming that brings her here."
2535,Ses03F_script02_1_M042,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",exc,WHERE WE STAND  FOR A MASSIVE CELEBRATION OF SEX AND  DEATH OH . GOD  I'M GIVING MYSELF GOOSEBUMPS  LOOK I'M ALL ALL MY HAIRS ON MY ARMS IS  STICKING UP .,"Look, I'm all hanging my hair on my arms."
2536,Ses03F_script02_1_M044,About what I just said.,neu,ABOUT . WHAT I JUST SAID .,About what I just said.
2537,Ses03F_script02_2_F000,About what?,neu,ABOUT WHAT .,About what?
2538,Ses03F_script02_2_F005,"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",ang,AUGIE GODDAMN IT DON'T ASK ME THAT YOU ALWAYS ASK ME THAT WHY DO YOU ASK ME THAT I HATE IT  IT'S INSULTING .,You always ask me why you ask me that? I hate it. It's insulting.
2539,Ses03F_script02_2_F012,Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,ang,LIKE I FEEL LIKE MY WHOLE LIFE I'VE BEEN JUST STANDING ON THIS BEACH WITH . MY HANDS CLASPED WAITING FOR THESE FISH TO SHOW UP AND THESE FISH NEVER SHOW UP .,"As if all my life I've been standing on this beach, tucked my hands and waiting for these fish to show up and these fish to never show up."
2540,Ses03F_script02_2_F016,Do you remember the last time we came here?,sad,DO  YOU REMEMBER  THE LAST TIME WE CAME HERE .,Remember the last time we came here?
2541,Ses03F_script02_2_F017,We thought I was pregnant.,sad,WE THOUGHT I WAS PREGNANT .,We thought I was pregnant.
2542,Ses03F_script02_2_F018,You brought a bottle of champagne.,sad,YOU BROUGHT A BOTTLE OF CHAMPAGNE .,You brought a bottle of champagne.
2543,Ses03F_script02_2_F019,We took off our shoes and we danced barefoot in the sand. Under the moon.,hap,WE TOOK OFF OUR SHOES AND WE DANCED BAREFOOT IN THE SAND UNDER THE MOON .,We took off our shoes and danced barefoot in the sand.
2544,Ses03F_script02_2_F020,And you whispered so intimately in my ear so I could feel your words.,hap,AND YOU WHISPERED SO INTIMATELY IN MY EAR  SO I COULD  FEEL  YOUR WORDS .,And you whispered in my ear so I could feel your words.
2545,Ses03F_script02_2_F021,"Oh, that moment-that was it.",hap,OH THAT MOMENT THAT WAS IT .,"Oh, that moment, that's it."
2546,Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",sad,I TOLD MYSELF  FINALLY THIS IS . HOW HAPPY I'M SUPPOSED TO BE .,I finally told myself to be so happy.
2547,Ses03F_script02_2_F023,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,hap,DANCING BAREFOOT IN THE SAND . DRINKING OUT OF A BOTTLE OF CHAMPAGNE .,"Barefoot dancing in the sand, drinking from a bottle of champagne."
2548,Ses03F_script02_2_F024,I don't want to remember something.,sad,I DON'T WANT TO REMEMBER SOMETHING .,I don't want to remember anything.
2549,Ses03F_script02_2_F025,Hope for some things.,sad,HOPE FOR SOME THINGS .,Hope for a few things.
2550,Ses03F_script02_2_F026,No.,sad,NO .,"Oh, my God."
2551,Ses03F_script02_2_F027,No.,sad,NO .,"Oh, my God."
2552,Ses03F_script02_2_F028,"No, no.",sad,NO NO .,"No, not at all."
2553,Ses03F_script02_2_F031,No.,ang,NO .,"Oh, my God."
2554,Ses03F_script02_2_F035,"No, it's not. It's standing on the beach waiting and fighting.",ang,NO IT'S NOT IT'S STANDING ON THE BEACH WAITING AND FIGHTING .,"No, she's standing on the beach waiting and fighting."
2555,Ses03F_script02_2_F036,Things have never turned out anything the way that I thought they would be.,sad,THINGS HAVE NEVER TURNED OUT  ANYTHING THE WAY THAT I THOUGHT THEY WOULD BE .,Things never worked out the way I thought.
2556,Ses03F_script02_2_F038,it's not something else. Do you know what I'm trying to say?,sad,IT'S NOT SOMETHING ELSE DO YOU KNOW WHAT I'M TRYING TO SAY .,You know what I'm saying?
2557,Ses03F_script02_2_F039,"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",sad,I KNOW YOU ARE AUGIE AND  I . KNOW YOU WANTED THIS EVENING TO BE NICE . BUT I CAN'T HELP THINKING OF BEING SOMEWHERE ELSE .,"I know that's you, Augie, and I know you wanted to be nice this evening, but I can't think any other way."
2558,Ses03F_script02_2_F040,I didn't say that.,sad,I DIDN'T SAY THAT .,I didn't say that.
2559,Ses03F_script02_2_F043,"Well, I guess we're just in the wrong spart-spot with the right person.",hap,WELL I GUESS WE'RE JUST IN THE WRONG SPART . SPOT WITH THE RIGHT PERSON .,"Well, I guess we're just at the wrong separation point with the right person."
2560,Ses03F_script02_2_F044,I noticed that. It's beautiful.,hap,I NOTICED THAT IT'S BEAUTIFUL .,I noticed that.
2561,Ses03F_script02_2_F045,You can see right over the water.,hap,YOU CAN SEE RIGHT OVER THE WATER .,You can see right above the water.
2562,Ses03F_script02_2_F048,At least we won't need glasses.,hap,AT LEAST WE WON'T NEED GLASSES .,At least we don't need glasses.
2563,Ses03F_script02_2_F050,Maybe this is the right place after all.,hap,MAYBE THIS IS THE RIGHT PLACE AFTER ALL .,Maybe this is the right place after all.
2564,Ses03F_script02_2_F051,"I'm sorry, Augie.",sad,I'M SORRY AUGIE .,"Sorry, Augie."
2565,Ses03F_script02_2_M001,About what I was just saying.,neu,ABOUT WHAT I WAS JUST SAYING .,About what I was saying.
2566,Ses03F_script02_2_M005,"Carla, can I ask you something? Don't take this wrong, but are you having your period?",neu,CARLA  CAN I ASK YOU SOMETHING . DON'T TAKE THIS WRONG . BUT . ARE YOU HAVING YOUR PERIOD .,"Carla, can I ask you something?"
2567,Ses03F_script02_2_M008,We're not seeing the grunions?,neu,WE'RE NOT SEEING THE GRUNIONS .,We're not seeing the horrors?
2568,Ses03F_script02_2_M016,Wait a minute. I got it.,neu,WAIT A MINUTE . I GOT IT .,"Wait, I got it."
2569,Ses03F_script02_2_M026,"A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?",ang,A  A BACK RUB SOME ICE CREAM A SUICIDE PACT WHAT THE HELL DO YOU WANT CARLA .,"A friction back, an ice cream, a suicide pact."
2570,Ses03F_script02_2_M038,"Actually now that you mention it, no, I don't.",hap,ACTUALLY . NOW THAT YOU MENTION IT NO  I DON'T .,"Now that you mention it, no, I don't."
2571,Ses03F_script02_2_M039,"Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here.",hap,SEEMED LIKE A  PRETTY GOOD SPOT TO ME  I MEAN LOOK AT THE VIEW OF THE MOON WE'VE GOT FROM HERE .,"I mean, look at the moon we got from here."
2572,Ses03F_script02_2_M040,Look what we got here.,hap,LOOK  WHAT WE GOT HERE .,Look what we got here.
2573,Ses03F_script02_2_M041,It's not champagne.,hap,IT'S NOT CHAMPAGNE .,It's not champagne.
2574,Ses03F_script02_2_M042,Are you still cold? Do you want to go home?,neu,ARE YOU STILL COLD  DO YOU WANT TO GO HOME .,You want to go home?
2575,Ses03F_script02_2_M043,Shh.,neu,SHH .,You're not serious.
2576,Ses03F_script02_2_M044,If we're very quiet the fish might come.,hap,IF WE'RE VERY QUIET  THE FISH MIGHT  COME .,"If we're very calm, the fish could come."
2577,Ses03F_script02_2_M045,Or not.,hap,OR NOT .,Or not.
2578,Ses03F_script03_1_F000,[BREATHING],neu,{BR} .,[BREAKS]
2579,Ses03F_script03_1_F001,Do you think it's them?,neu,DO YOU THINK IT'S THEM .,Do you think they are?
2580,Ses03F_script03_1_F009,Don't laugh at me. I'm serious.,exc,DON'T  LAUGH AT ME I'M SERIOUS .,Don't make fun of me.
2581,Ses03F_script03_1_F014,"Oh dear, well, shall we want that?",sad,OH DEAR . WELL SHALL WE WANT THAT .,"Oh, my dear, is that what we want?"
2582,Ses03F_script03_1_F015,"Well, what if happens if one of us is to die? Does the one that's left still laugh?",sad,WELL . WHAT IF HAPPENS IF . ONE OF US IS TO DIE DOES THE ONE THAT'S LEFT STILL . LAUGH .,"And if one of us dies, does he still laugh?"
